Judul,Sinopsis,Genre
Hantu Rumah Belanda,"Perlahan leher perempuan paruh baya itu mengucurkan darah segar, membanjiri gaun warna kremnya. Riri ketakutan melihatnya. Bibirnya bergetar, ingin menjerit. Ia bergerak mundur. Buru-buru hendak keluar dari ruangan itu. Dengan napas tersengal ia berlari mencari pintu keluar. Gawat pintu terlarang itu entah di mana. Riri panik. Ia kian ketakutan. Karena perusahaan papanya gulung tikar, Riri harus merelakan dirinya pindah rumah, kembali ke kampung halaman ayahnya, nun jauh di Medan sana. Muka cemberut dan bersungut-sungutnya tak cukup ampuh untuk menggagalkan rencana itu. Dan cewek itu harus say good bye untuk kehidupan serba nyamannya di Jakarta. Dari awal, feeling Riri sudah nggak enak. Mulai dari mimpi buruk hingga berbagai penampakan menyeramkan harus ia alami. Herannya, Papa, Mama, dan kakaknya, Gordy tenang-tenang saja, tidak mengalami hal serupa. Kamu cuma kebanyakan baca buku misteri, begitu kata mereka kepada Riri. Namun kemudian, kehidupan keluarga kecil itu mulai terguncang. Terutama setelah sebuah pintu terlarang terbuka segelnya.",Horor
At The Mountains Of Madness And Other Stories,"Aku bergidik saat labirin dinding tinggi, menara, dan tiang megah samar bermunculan dari balik uap es. Di hadapanku kemudian terbentang pemandangan sebuah kota dengan arsitektur yang tak pernah ada, bahkan dalam imajinasi sekalipun. Membaca karya-karya H.P. Lovecraft bisa memunculkan kengerian yang khas dan menumbuhkan imajinasi terliar. Sejak kecil, penulis horor paling berpengaruh pada abad ke-20 ini lebih suka mengurung diri dalam rumah sambil membaca berbagai buku. Bacaan favoritnya adalah buku sains dan kisah misteri, terutama karya-karya Edgar Allan Poe yang kelak menjadi inspirasinya dalam berkarya. Sama seperti Poe, Lovecraft disebut-sebut telah memberi warna baru dalam genre horor. Karya-karyanya selalu beberapa langkah lebih maju dibanding tren yang ada pada era itu. Misalnya dalam At the Mountains of Madness, pembaca diajak menempuh perjalanan mendebarkan, melampaui batas nalar. Ilmu pengetahuan diadu dengan mitos. Kengerian menjelma menjadi nayta. Sementara dalam Seruan Cthulhu, pembaca dibuat bertanya-tanya akan eksistensi makhluk-makhluk absurd di antara manusia biasa dan cara mengidentifikasinya.",Horor
LAKNAT,"Wanita itu tidak pernah menyadari ""apa"" yang mengincar bayi dalam kandungannya. Inggrid sangat bahagia dengan kehidupan pernikahannya dengan Mas Andro, pria pujaan hatinya. Ditambah lagi dengan adanya buah hati mereka yang sedang dikandung Inggrid, lengkap sudah kebahagiaan Inggrid. Namun, kebahagiannya terganggu ketika sosok wanita berkebaya merah mulai menghantuinya. Inggrid mengalami kejadian-kejadian yang membuatnya tidak dapat memercayai pikirannya sendiri. Ditambah lagi, sesuatu yang jahat mengintainya dari kegelapan. Siap merenggut janin yang ada di dalam kandungannya.",Horor
Pesan Kematian,"Sejak 'Kevin and the Red Rose' membentuk 'Red Rose Salon' di Pantai Nembrala, tempat itu jadi tak pernah sepi pengunjung. Kevin, Eda, Ilyas, dan Luthfi sering mengadakan pertunjukan spontan. Mereka saling melengkapi dalam bermain gitar dan pianika, serta diiringi nyanyian bersuara merdu. ""Tolong--"" Suara rintihan wanita yang terdengar samar-samar itu hanyalah awal dari berbagai teror di sana. Seorang wanita ditemukan mati bunuh diri dengan meloncat dari tebing. Kevin dan ketiga temannya mengira bahwa kengerian akan berakhir setelah jasad wanita itu dikebumikan. Namun, mereka salah besar. Serangkaian teror mencekam masih menghantui walaupun wanita itu telah dikebumikan dengan layak, juga telah diketahui identitasnya. Kehidupan mereka berempat di Pantai Nembrala tak lagi sama.",Horor
Boneka Sandya,"Maukah kamu mendengar kisah tentang boneka-boneka hidup? Aku tinggal bersama mereka sejak kecil. Ada yang senang berbuat iseng, dan ada yang menolongku. Ada pula yang pernah membunuh manusia. Aku menjalani hidupku dengan wajar, bersekolah dan bekerja. Sampai akhirnya aku harus mengurus boneka-boneka itu seorang diri. Lalu, jika mereka tak suka padaku dan menyerangku, sanggupkah aku melawan?",Horor
Gerbang Dialog Danur,"Jangan heran jika mendapatiku sedang bicara sendirian atau tertawa tanpa seorang pun terlihat bersamaku. Saat itu  mungkin saja aku sedang bersama salah satu dari lima sahabatku. Kalian mungkin tak melihatnya.... Wajar. Mereka memang tak kasat mata dan sering disebut... hantu jiwa-jiwa penasaran atas kehidupan yang mereka anggap tidak adil. Kelebihanku dapat melihat mereka adalah  anugerah sekaligus kutukan. Kelebihan ini membawaku ke dalam persahabatan unik dengan lima anak hantu Belanda. Hari-hariku dilewati dengan canda Peter, pertengkaran Hans dan Hendrickdua sahabat yang sering berkelahi, alunan lirih biola William, dan tak lupa; rengekan si bungsu Janshen. Jauh dari kehidupan ""normal"" adalah harga yang harus dibayar atas kebahagiaanku bersama mereka. Dan, semua itu harus berubah ketik persahabatan kami meminta lebih, yaitu kebersamaan selamanya. Kini aku mulai menyadari bahwa hidup ini bukan hanya milikku seorang. Namaku Risa. Aku bisa melihat 'mereka'.",Horor
Begu Ganjang,"Tak ada yang tidak bisa dijelaskan Tobi, seorang dokter muda, tentang fenomena-fenomena gaib yang terjadi di sekitarnya. Secara medis, lewat channel Youtube-nya, ia dapat membeberkan apa yang sebenarnya terjadi ketika orang kesurupan, ketindihan, bahkan melihat penampakan. Baginya, hantu itu muncul dari ketidaktahuan orang dulu akan penyakit parah yang menjangkit mereka. Tobi menolak percaya mistis. Namun, kejadian ganjil perlahan menyerang orang-orang terdekatnya. Membuat Tobi harus berpikir keras dan merenungkan ulang apa yang diyakininya selama ini. Semakin ia mencari tahu, semakin ingatan-ingatan masa kecilnya menyeruak. Ingatan akan orangtuanya yang dibakar hidup-hidup karena dituduh sebagai dukun pemelihara begu.",Horor
Girl Of Nightmares,"Anna berdiri di semak-semak di luar rumahku, menatapku. Sorot matanya kosong dan mati, sama sekali hampa dan tak bisa kukenali . Sementara aku berusaha mengatur napas, selarik darah gelap meleleh dari hidungnya. Aku kembali menatap jendela, setengah menduga ia sudah pergi, setengah berharap dia sudah pergitapi ia masih di sana, tak bergerak. Akhir-akhir ini, Cas sering didatangi mimpi buruk. Dia melihat Anna yang tersiksa, Anna yang justru semakin merana dan belum terbebaskan. Meski ingin mengabaikannya, Cas malah semakin sering dihantui mimpi soal Anna. Teman-temannya khawatir dengan kondisi Cas, mereka mengingatkan bahwa Anna pasti ingin Cas bisa hidup sebagai manusia normal, bukan setengah zombie seperti saat ini. Pekerjaannya bersama Orde tidak bisa mengalihkan pikirannya. Cas pun tak ingin tinggal diam. Dia yakin Anna dalam bahaya, dan kali ini dia akan berkorban untuk menyelamatkannya.",Horor
Pembunuhan Zodiak Tokyo,"Pada suatu malam bersalju tahun 1936, seorang seniman dipukuli hingga tewas di balik pintu studionya yang terkunci di Tokyo. Polisi menemukan surat wasiat aneh yang memaparkan rencananya untuk menciptakan Azothsang wanita sempurnadari potongan-potongan tubuh para wanita muda kerabatnya. Tak lama sesudah itu, putri tertuanya dibunuh. Lalu putri-putrinya yang lain serta keponakan-keponakan perempuannya tiba-tiba menghilang. Satu per satu mayat mereka yang termutilasi ditemukan, semua dikubur sesuai dengan prinsip astrologis yang diuraikan sang seniman. Pembantaian misterius itu mengguncang Jepang, menyibukkan pihak berwenang dan para detektif amatir, namun tirai misteri tetap tak terpecahkan selama lebih dari 40 tahun. Lalu pada suatu hari di tahun 1979, sebuah dokumen diserahkan kepada Kiyoshi Mitaraiastrolog, peramal nasib, dan detektif eksentrik. Dengan didampingi Dr. Watson versinya sendiriilustrator dan penggemar kisah detektif, Kazumi Ishiokadia mulai melacak jejak pelaku Pembunuhan Zodiak Tokyo serta pencipta Azoth yang bagaikan lenyap ditelan bumi. Kisah menarik tentang sulap dan ilusi karya salah satu pencerita misteri terkemuka di Jepang ini disusun seperti tragedi panggung yang megah. Penulis melemparkan tantangan kepada pembaca untuk membongkar misteri sebelum tirai ditutup.",Horor
Di Ambang Kematian,"Pino, sosok pemuda sebatang kara yang telah mengenyam pahit getirnya kehidupan di jalanan ibu kota. Berbagai pengalaman buruk dialaminya sejak kecil. Tapi semua itu justru membuatnya tumbuh jadi remaja berjiwa tegar, dewasa, dan mandiri. Suatu malam ia tertabrak motor dan mengalami mati suri. Karena belum saatnya untuk mati, ia dikembalikan lagi ke dunia. Tapi aneh, rohnya bukan kembali pada raganya sendiri melainkan menempati raga remaja lain. Ketika tersadar dari koma, ia pun kaget dan bingung. Apalagi ketika tahu raga yang ditempatinya adalah anak orang kaya. Roh Doni, sang pemilik raga sebenarnya, menemui Pino dan protes. Doni tidak bisa kembali ke dalam raganya dan menjadi roh gentayangan. Hanya Pino yang bisa melihat dan mendengar roh Doni. Pino juga ingin kembali ke raganya sendiri. Keduanya lalu sepakat mencari raga Pino. Sekarang mereka diburu waktu. Dapatkah Pino menemukan raganya kembali? Bagaimana pula dengan nasib roh Doni",Horor
Doki Doki Game: Over?,"Hoga Kuon, pemuda yang ditakuti berkat kemampuannya membaca detak jantung, menciptakan permainan kolosal mengerikan bernama doki-doki game di sekolahnya, SMA Seishin Gakuen. Tak ada seorang pun yang berani melawannya. Kecuali Yamane Runa. Setelah berhasil mengalahkan Tomiya Rintaro dalam permainan tersebut, gadis itu mengambil keputusan seenaknya dalam doki-doki show. Seakan semua itu belum cukup mengejutkan, Runa juga bersahabat dengan Iwate Maki, bukan malah menjaga jarak dengan siswa biasa seperti para master lainnya. Namun, predikat master yang disandangnya otomatis membuat Runa semakin sering berinteraksi dengan Kuon. Rahasia yang menyelimuti mereka berdua pun perlahan terbuka selapis demi selapis. Tentang tabrak lari. Tentang kembang api. Tentang mimpi-mimpi. Tentang seseorang bernama Takeshi. Hingga pada satu titik, Runa kembali mempertanyakan dirinya sendiri: apakah menyudahi doki-doki game adalah pilihan terbaik?",Horor
Metropop: The Architecture Of Love,"New York mungkin berada di urutan teratas daftar kota yang paling banyak dijadikan setting cerita atau film. Di beberapa film Hollywood, mulai dari Nora Ephron`s You`ve Got Mail hingga Martin Scorsese`s Taxi Driver, New York bahkan bukan sekadar setting namun tampil sebagai ""karakter"" yang menghidupkan cerita. Ke kota itulah Raia, seorang penulis, mengejar inspirasi setelah sekian lama tidak mampu menggoreskan satu kalimat pun. Raia menjadikan setiap sudut New York ""kantor""-nya. Berjalan kaki menyusuri Brooklyn sampai Queens, dia mencari sepenggal cerita di tiap jengkalnya, pada orang-orang yang berpapasan dengannya, dalam percakapan yang dia dengar, dalam tatapan yang sedetik-dua detik bertaut dengan kedua matanya. Namun bahkan setelah melakukan itu setiap hari, ditemani daun-daun menguning berguguran hingga butiran salju yang memutihkan kota ini, layar laptop Raia masih saja kosong tanpa cerita. Sampai akhirnya dia bertemu seseorang yang mengajarinya melihat kota ini dengan cara berbeda. Orang yang juga menyimpan rahasia yang tak pernah dia duga.",Romance
Mariposa,"Iqbal (Angga Yunanda) seperti kupu-kupu Mariposa bagi Acha (Adhisty Zara). Tiap kali didekati ia selalu menghindar. Acha bertekad ingin mendapatkan hati Iqbal, seorang cowok cakep, pintar dan dikenal berhati dingin. Ternyata sikap dingin Iqbal itu tuntutan dari sang ayah yang menginginkannya menang dalam olimpiade sains. Amanda takut Acha akan terluka dan sakit hati. Sekali pun lugu dan polos, tekad Acha sangat kuat. Sahabat Acha, Amanda (Dannia Salsabilla), berusaha mencegah niat Acha untuk mendekati Iqbal. Acha mendekati Iqbal dengan berbagai cara. Acha yakin, jika pun hati Iqbal sekeras batu, Acha adalah air yang menetesinya setiap waktu, hingga batu itu akan pecah dan menerima dirinya. Berhasilkah Acha mendapatkan hati Iqbal?",Romance
PINKLUV,"Apa bener kalo cinta itu selalu menyakitkan? Nggak juga, sih. Cinta diciptain Tuhan buat ngewarnain hidup kita. Yang seringkali manfaatin cinta buat nyakitin itu, ya manusianya, kita sendiri. Contohnya nih ya, kita jatuh cinta sama seseorang, terus kita baper (terbawa persaaan). Karena kita baper, kita jadi ngerasa di PHP (pemberi harapan palsu), trus patah hati. Sebenernya sih, mungkin aja dia nggak PHP-in kita, lah kitanya aja yang ke-baper-an dan berharap terlalu tinggi. Sakit hati, deh. Ujung-ujungnya, yang kita salahin cinta juga. Padahal, kata orang, cinta nggak pernah salah, kan. PINKLUV bukan buku anti-patah hati atau jadi jaminan kita bakal jadi ahli soal cinta. PINKLUV cuma sharing aja, sih berbagi makna tentang cinta, memahami cinta itu seperti apa, dan menikmati cinta yang sedang atau pernah kita rasakan. Yang jelas, PINKLUV bakal bikin kamu ngerti apa arti-baper yang sesungguhnya.",Romance
Satu Cerita Tentang Cinta,"Aku sebuah boneka. Aku mendapati diriku terperangkap pada satu kata, cinta. Salahkah jika aku mencintai seorang gadis manis bernama Irma? Aku bernapas di dekat Irma, tetapi dia tidak tahu kalau aku juga menghela udara yang sama di kamar ini. Aku bisa merasakan detak jantungnya yang menyenandungkan irama cinta, tetapi dia tidak menyadari kalau jantungku pun berdetak seirama dengan jantungnya. Dia tidak sadar kalau selama ini detak jantung kami sering sekali bersatu memainkan irama lagu tentang cinta. Cinta kami yang sama-sama terpasung. Cinta yang aku jaga seutuhnya untuk Irma, tetapi Irma semakin menyuburkan cintanya untuk Rian. Menyakitkan! Lantas, bagaimana aku bisa membuat Irma tahu ada cinta di hatiku, sementara dia tak bisa mendengar suaraku? Apa yang harus aku lakukan agar Irma mengerti rasa ini, sedangkan seluruh manusia menganggapku sebuah benda mati?",Romance
Putri Hujan Dan Kesatria Malam,"Tiga tahun yang lalu, Sisy pernah memiliki kisah cinta yang membuat hidupnya penuh warna. Saat hasrat, ego, dan angan berpadu jadi satu. Kini, setelah menetap di San Francisco, masa lalu kembali menghampirinyadan itu bukan hanya sosok Diaz Hanafiah. Setelah skandal heboh di Hotel Champrey, Diaz berusaha fokus menata hidup dan unjuk gigi dalam proyek besar Hanafiah Group. Tetapi ia sadar, bertolak ke SF berarti menjemput asa untuk berjumpa kembali dengan Sisy putri hujannya. Ketika obsesi dan kedengkian mengambil alih, reuni manis itu pun berubah jadi petaka berdarah dengan nyawa Diaz sebagai taruhannya. Sejauh mana mereka akan berkorban demi cintasesuatu yang pernah mewujud di masa lalu, namun samar di masa mendatang?",Romance
Pesan Dari Bintang,"Inez Hanafiah, putri konglomerat dan sosialita ternama, memiliki hidup sempurna: menjadi pujaan para lelaki dan memiliki sahabat laki-laki yang siap sedia menjaganya, Nikratama Niki Zakrie, sejak keduanya tinggal di New York. Kehidupan Inez menjadi jungkir balik saat semua orang di sekitarnya pergi akibat fitnah dan persekongkolan keji. Semua, kecuali Niki. Bersama Niki, seharusnya hari-hari Inez semudah dan seindah masa SMA di New York dahulu. Namun, semua ternyata tak lagi sama: perasaan Inez, persahabatan mereka, bahkan rahasia kelam Niki yang membuat tubuhnya penuh luka. Jika dulu Niki selalu menjaganya, beranikah Inez melakukan yang sama dengan taruhan persahabatan, dan mungkin, cinta mereka?",Romance
Save My Soul: Karena cerita tak selalu tentang cinta,"Ketika pilihan terberat bukan lagi antara memilih warna krayon untuk menggambar atau memilih sepatu mana yang paling cocok untuk rok hari ini; di situlah cinta mulai muncul, sebagai sebuah permasalahan yang rumit. Mungkin, bukan dinamakan cinta jika tidak meninggalkan sebuah rajutan luka, bukan pula cinta rasanya jika sama sekali tidak pernah meninggalkan jejak berupa rasa hangat di pipi atau pun rasa panas di dada serta rasa sakit di kepala. Tapi, bukankah hidup ini memang terlahir dari cinta? Saya Annrudha, ini mungkin bukan cerita cinta, aku hanya ingin berbagi cerita.",Romance
Djenar : A Mothers Dignity,"Seluruh hidupku berubah 180 derajat saat kedua anak menggemaskanku berubah. Galang menjadi semakin liar di usia 14 tahun. Dan Kin semakin tertutup di usia 12 tahun. Aku tidak pernah tahu apa yang ada dipikiran mereka. Yang aku tahu hanya bagaimana menjadi ibu sekaligus ayah yang baik untuk kedua bayiku. Hampir seluruh waktuku tersisa untuk bekerja. Sampai pada suatu hari, ketika aku dipusingkan dengan jerawat si bungsu dan mendapat email dari sekolah Galang. Aku harus segera melunasi biaya sekolah Galang hamper 31 juta dalam kurun waktu tiga bulan, bunyi emailnya. Ini gila!, aku harus mencari di mana uang sebanyak itu, sementara penjualan asuransiku mengalami masa-masa anjlok? Kalau kau menjadi single seperti aku dan dihadapkan dengan masalah seperti itu, apa yang akan kau lakukan? Ada ide untuk berbagi?",Romance
